Original Repo ID,Average Fork Lifespan (days),Fork Count,Forks >= 10,Contributions >= 10,Contributions < 10,Developers,Common Contributions,Forks - Contributions >= 10 - Developers,PR Count,PR Commits Count,Stars >= 10 PRs Count,Stars >= 10 and Unique Commits PRs Count,Stars >= 10 PRs Commits Count,Stars >= 10 and Unique Commits PRs Commits Count,Accepted PR avg lifetime per origin,Stars >= 10 and Unique Commits PR Accepted PR avg lifetime per origin,Forks Unique Commits Count + PR Commits Count,Fork's unique commits,Fork's commits from PR over all unique commits proportion
stenzek/duckstation,1006.38,835,7,3,0,7,3,0,102,400,21,21,114,114,4.32,4.32,1588,1188,8.76%
google/re2,3367.4,1256,1,0,0,1,0,0,3,61,0,0,0,0,,,69,8,0.00%
BYVoid/OpenCC,1900.48,1020,2,0,0,2,0,0,12,40,0,0,0,0,,,57,17,0.00%
LMMS/lmms,2064.45,1125,1,0,0,1,0,0,151,1002,0,0,0,0,,,2162,1160,0.00%
ArthurSonzogni/FTXUI,0,563,0,0,0,0,0,0,272,485,0,0,0,0,,,485,0,#DIV/0!
google/benchmark,0,1721,0,0,0,0,0,0,262,911,0,0,0,0,,,911,0,#DIV/0!
rapidsai/cudf,0,1000,0,0,0,0,0,0,1663,8623,0,0,0,0,,,8623,0,#DIV/0!
zeromq/libzmq,0,2460,0,0,0,0,0,0,18,34,0,0,0,0,,,34,0,#DIV/0!
TarsCloud/Tars,2054.31,2088,1,0,0,0,0,1,6,52,0,0,0,0,,,52,0,#DIV/0!
oguzhaninan/Stacer,1279.38,633,1,0,0,1,0,0,0,0,0,0,0,0,,,96,96,0.00%
oceanbase/oceanbase,0,1808,0,0,0,0,0,0,22,195,0,0,0,0,,,195,0,#DIV/0!
cp-algorithms/cp-algorithms,0,1958,0,0,0,0,0,0,72,276,0,0,0,0,,,276,0,#DIV/0!
xbmc/xbmc,3822.31,5842,29,22,0,28,21,0,4147,10990,3945,3942,9938,9936,10.27,10.27,79053,68063,12.74%
microsoft/CNTK,0,4271,0,0,0,0,0,0,91,606,0,0,0,0,,,606,0,#DIV/0!
amnezia-vpn/amnezia-client,348.98,635,2,1,0,2,1,0,986,4088,5,5,33,33,,,4270,182,15.35%
ange-yaghi/engine-sim,0,858,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
Stellarium/stellarium,0,969,0,0,0,0,0,0,305,2742,0,0,0,0,,,2742,0,#DIV/0!
mamedev/mame,1696.57,2095,16,5,0,14,5,2,640,2884,416,416,1307,1307,8.99,8.99,12058,9174,12.47%
justcallmekoko/ESP32Marauder,794.11,993,10,9,0,10,9,0,276,951,39,39,95,95,1.76,1.76,1374,423,18.34%
microsoft/AirSim,1274.45,4592,11,5,0,8,5,3,100,472,28,28,247,247,25.49,25.49,1578,1106,18.26%
KDE/krita,2708.59,719,1,0,0,1,0,0,2,60,0,0,0,0,,,63,3,0.00%
openframeworks/openFrameworks,3671.43,2503,12,10,0,12,10,0,986,4558,823,823,4113,4113,13.77,13.77,9494,4936,45.45%
haoel/leetcode,3204.24,4837,1,0,0,1,0,0,0,0,0,0,0,0,,,6,6,0.00%
ValveSoftware/GameNetworkingSockets,2509.6,674,1,0,0,1,0,0,0,0,0,0,0,0,,,88,88,0.00%
diasurgical/DevilutionX,1477.15,914,10,8,0,10,8,0,2158,4314,1225,1225,2138,2138,2.87,2.87,5811,1497,58.82%
mysql/mysql-server,1984.19,4097,5,1,0,5,1,0,31,334,1,1,30,30,,,1741,1407,2.09%
ggerganov/kbd-audio,0,606,0,0,0,0,0,0,6,66,0,0,0,0,,,66,0,#DIV/0!
ConEmu/ConEmu,0,612,0,0,0,0,0,0,1,10,0,0,0,0,,,10,0,#DIV/0!
k2-fsa/sherpa-onnx,725.44,1020,3,3,0,3,3,0,1252,4094,1249,1249,4088,4088,0.36,0.36,4515,421,90.66%
apache/mxnet,2183.35,6537,8,6,0,8,6,0,849,3261,485,485,2130,2130,5.86,5.86,4987,1726,55.24%
uNetworking/uWebSockets.js,0,607,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
aseprite/aseprite,1162.52,7673,4,1,0,3,1,1,104,275,1,1,7,7,,,305,30,18.92%
olive-editor/olive,141.91,602,1,0,0,1,0,0,71,624,0,0,0,0,,,670,46,0.00%
xenia-project/xenia,2277.61,985,6,5,0,6,5,0,179,492,165,165,310,310,42.35,42.35,8603,8111,3.68%
jrouwe/JoltPhysics,0,607,0,0,0,0,0,0,653,2423,0,0,0,0,,,2423,0,#DIV/0!
nlohmann/json,3087.5,7541,1,0,0,1,0,0,505,2078,0,0,0,0,,,2117,39,0.00%
huihut/interview,1865.45,7805,4,0,0,1,0,3,5,45,0,0,0,0,,,46,1,0.00%
cemu-project/Cemu,617.46,696,5,3,0,5,3,0,20,102,16,16,83,83,60.99,60.99,926,824,9.15%
electronicarts/EASTL,0,1016,0,0,0,0,0,0,23,78,0,0,0,0,,,78,0,#DIV/0!
CleverRaven/Cataclysm-DDA,1799.67,4433,9,4,0,8,4,1,2653,6816,685,685,2335,2335,4.56,4.56,9259,2443,48.87%
cxasm/notepad--,0,335,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
diasurgical/devilution,1921.99,916,4,1,0,4,1,0,877,1801,684,684,1050,1050,1.33,1.33,2511,710,59.66%
canonical/multipass,363.35,790,0,0,0,0,0,0,1808,8870,0,0,0,0,,,8870,0,#DIV/0!
CMU-Perceptual-Computing-Lab/openpose,2477.31,7934,6,1,0,3,1,3,32,269,29,29,221,221,1.39,1.39,674,405,35.30%
ClickHouse/ClickHouse,1237.52,7887,4,0,0,3,0,1,0,0,0,0,0,0,,,34488,34488,0.00%
wwmm/easyeffects,1744.61,327,2,1,0,1,1,1,328,532,46,46,245,245,0.15,0.15,534,2,99.19%
anbox/anbox,2224.61,1133,5,3,0,5,3,0,35,80,27,27,66,66,8.49,8.49,451,371,15.10%
google/leveldb,2227.94,8027,11,6,0,11,6,0,13,89,8,8,21,21,26.08,26.08,699,610,3.33%
owasp-modsecurity/ModSecurity,3127.09,1681,1,1,0,1,1,0,100,422,18,18,80,80,876.1,876.1,1129,707,10.17%
chromium/chromium,1755.11,7730,5,1,0,5,1,0,38,357,7,7,210,210,,,9986,9629,2.13%
gzc/CLRS,2597.47,2648,2,0,0,0,0,2,0,0,0,0,0,0,,,0,0,#DIV/0!
yangyangwithgnu/hardseed,0,1798,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
EOSIO/eos,1689.55,3457,8,6,0,7,6,1,4593,18288,21,21,270,270,7.17,7.17,21500,3212,7.75%
SJTU-IPADS/PowerInfer,0,473,0,0,0,0,0,0,53,193,0,0,0,0,,,193,0,#DIV/0!
imputnet/helium,0,139,0,0,0,0,0,0,187,488,0,0,0,0,,,488,0,#DIV/0!
async-profiler/async-profiler,0,941,0,0,0,0,0,0,71,284,0,0,0,0,,,284,0,#DIV/0!
ValveSoftware/source-sdk-2013,2501.35,2488,32,10,0,32,10,0,38,216,38,38,216,216,112.84,112.84,8185,7969,2.64%
neutralinojs/neutralinojs,0,431,0,0,0,0,0,0,63,331,0,0,0,0,,,331,0,#DIV/0!
std-microblock/chromatic,0,384,0,0,0,0,0,0,19,88,0,0,0,0,,,88,0,#DIV/0!
Nevcairiel/LAVFilters,3947.16,799,2,0,0,2,0,0,2,33,0,0,0,0,,,482,449,0.00%
Tencent/Hippy,200.51,987,2,1,0,1,1,1,156,376,29,29,36,36,0,0,1938,1562,2.25%
cocos2d/cocos2d-x,3962.28,6659,9,7,0,9,7,0,3446,10578,3334,3334,9670,9670,0.58,0.58,15466,4888,66.42%
NVIDIA/cutlass,1015.26,1458,3,1,0,3,1,0,92,243,5,5,92,92,,,1235,992,8.49%
apache/thrift,3785.46,4000,1,1,0,1,1,0,215,400,1,1,30,30,,,509,109,21.58%
mamba-org/mamba,0,419,0,0,0,0,0,0,52,117,0,0,0,0,,,117,0,#DIV/0!
scylladb/seastar,2431.04,1607,1,1,0,1,1,0,4,91,4,4,91,91,37.08,37.08,1508,1417,6.03%
pocoproject/poco,2242.63,2287,1,1,0,1,1,0,314,1904,4,4,6,6,47.94,47.94,2573,669,0.89%
catboost/catboost,39.3,1272,1,0,0,0,0,1,41,41,0,0,0,0,,,41,0,#DIV/0!
falcosecurity/falco,0,973,0,0,0,0,0,0,1348,3955,0,0,0,0,,,3955,0,#DIV/0!
kroma-network/tachyon,0,240,0,0,0,0,0,0,508,2921,0,0,0,0,,,2921,0,#DIV/0!
albertlauncher/albert,0,323,0,0,0,0,0,0,10,27,0,0,0,0,,,27,0,#DIV/0!
brndnmtthws/conky,2893.18,640,1,1,0,1,1,0,710,1286,6,6,60,60,11.21,11.21,1385,99,37.74%
gperftools/gperftools,0,1533,0,0,0,0,0,0,3,48,0,0,0,0,,,48,0,#DIV/0!
Light-City/CPlusPlusThings,0,8870,0,0,0,0,0,0,8,8,0,0,0,0,,,8,0,#DIV/0!
browseros-ai/BrowserOS,0,779,0,0,0,0,0,0,30,251,0,0,0,0,,,251,0,#DIV/0!
lltcggie/waifu2x-caffe,2720.33,843,2,1,0,2,1,0,4,33,3,3,3,3,2.29,2.29,81,48,5.88%
dmlc/xgboost,2222.47,8430,9,4,0,7,4,2,781,1636,92,92,363,363,4.88,4.88,2861,1225,22.86%
draios/sysdig,3860.11,748,1,1,0,0,0,0,836,2489,2,0,2,0,0.86,,2489,0,#DIV/0!
avast/retdec,0,1005,0,0,0,0,0,0,188,651,0,0,0,0,,,651,0,#DIV/0!
cocos/cocos-engine,0,2169,0,0,0,0,0,0,479,3920,0,0,0,0,,,3920,0,#DIV/0!
WinMerge/winmerge,0,932,0,0,0,0,0,0,87,882,0,0,0,0,,,882,0,#DIV/0!
PrismLauncher/PrismLauncher,745.47,871,3,1,0,3,1,0,428,660,2,2,12,12,,,1072,412,2.83%
sebastianstarke/AI4Animation,2353.74,1110,3,0,0,0,0,3,0,0,0,0,0,0,,,909,909,0.00%
openscad/openscad,2868.85,1373,4,2,0,4,2,0,1239,5247,66,66,640,640,5.48,5.48,7862,2615,19.66%
ideawu/ssdb,2198.77,1404,3,1,0,3,1,0,239,740,1,1,2,2,,,823,83,2.35%
kelektiv/node.bcrypt.js,0,587,0,0,0,0,0,0,23,60,0,0,0,0,,,60,0,#DIV/0!
monero-project/monero,2306.69,3515,14,7,0,13,7,1,2817,4887,2805,2805,4803,4803,16.56,16.56,20807,15920,23.18%
sass/node-sass,2016.67,1260,1,1,0,1,1,0,188,298,1,1,3,3,,,301,3,50.00%
prusa3d/PrusaSlicer,1288.49,1536,8,5,1,8,5,0,122,829,52,52,189,189,1.61,1.61,12901,12072,1.54%
oatpp/oatpp,0,1354,0,0,0,0,0,0,209,949,0,0,0,0,,,949,0,#DIV/0!
jomjol/AI-on-the-edge-device,777.58,801,2,1,0,1,1,1,471,2273,25,25,76,76,1.06,1.06,2648,375,16.85%
openvinotoolkit/openvino,0,2900,0,0,0,0,0,0,972,1545,0,0,0,0,,,1545,0,#DIV/0!
nomic-ai/gpt4all,454.85,8531,3,0,0,0,0,3,796,2709,0,0,0,0,,,2709,0,#DIV/0!
Squirrel/Squirrel.Windows,2590.38,1011,3,1,0,3,1,0,98,583,2,2,3,3,,,1529,946,0.32%
wangyu-/udp2raw,470.27,1259,2,0,0,1,0,1,2,3,0,0,0,0,,,4,1,0.00%
PointCloudLibrary/pcl,2708.7,4550,1,0,0,1,0,0,15,22,0,0,0,0,,,26,4,0.00%
N64Recomp/N64Recomp,0,424,0,0,0,0,0,0,31,129,0,0,0,0,,,129,0,#DIV/0!
VowpalWabbit/vowpal_wabbit,3075.93,1915,4,3,0,3,3,1,583,3288,168,168,1349,1349,6.65,6.65,3908,620,68.51%
love2d/love,1721.89,527,2,1,0,2,1,0,3,46,3,3,46,46,3.24,3.24,203,157,22.66%
ggerganov/ggwave,0,434,0,0,0,0,0,0,22,171,0,0,0,0,,,171,0,#DIV/0!
TheAssassin/AppImageLauncher,0,307,0,0,0,0,0,0,50,274,0,0,0,0,,,274,0,#DIV/0!
WebAssembly/wabt,1928.21,749,2,0,0,2,0,0,1104,1911,0,0,0,0,,,2135,224,0.00%
android/ndk-samples,0,4280,0,0,0,0,0,0,177,273,0,0,0,0,,,273,0,#DIV/0!
esphome/esphome,1331.78,4339,8,7,0,8,7,0,5143,18464,524,524,2988,2988,10.28,10.28,21598,3134,48.81%
gcc-mirror/gcc,2271.91,4389,13,1,0,13,1,0,7,187,2,2,37,37,,,250744,250557,0.01%
applenob/Cpp_Primer_Practice,1212.21,2005,3,0,0,1,0,2,0,0,0,0,0,0,,,8,8,0.00%
0voice/introduce_c-cpp_manual,365.11,874,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
cloudflare/workerd,0,508,0,0,0,0,0,0,4243,7265,0,0,0,0,,,7265,0,#DIV/0!
Tencent/libco,3278.26,2095,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
idea4good/GuiLite,0,827,0,0,0,0,0,0,8,51,0,0,0,0,,,51,0,#DIV/0!
focus-creative-games/hybridclr,0,723,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
facebook/proxygen,0.28,1580,13,0,0,0,0,13,43,44,0,0,0,0,,,44,0,#DIV/0!
ipkn/crow,0,887,0,0,1,0,0,0,3,3,0,0,0,0,,,3,0,#DIV/0!
visualfc/liteide,0,1019,0,0,0,0,0,0,13,50,0,0,0,0,,,50,0,#DIV/0!
snapcast/snapcast,2877.96,510,1,0,0,1,0,0,13,132,0,0,0,0,,,205,73,0.00%
o3de/o3de,1129.56,2382,2,1,0,2,1,0,8946,38207,8740,8740,37566,37566,4.37,4.37,42547,4340,89.64%
raulmur/ORB_SLAM2,2562.91,4182,29,12,0,28,12,1,14,111,14,14,111,111,,,1049,938,10.58%
weolar/miniblink49,0,1176,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
relativty/Relativty,0,370,0,0,0,0,0,0,15,44,0,0,0,0,,,44,0,#DIV/0!
BlueMatthew/WechatExporter,0,657,0,0,0,0,0,0,3,16,0,0,0,0,,,16,0,#DIV/0!
ClassicOldSong/Apollo,106.18,172,1,1,0,1,1,0,7,9,1,1,3,3,,,395,386,0.77%
progschj/ThreadPool,2368.03,2295,4,1,0,4,1,0,1,11,1,1,11,11,,,75,64,14.67%
input-leap/input-leap,0,331,0,0,0,0,0,0,303,689,0,0,0,0,,,689,0,#DIV/0!
microsoft/cpprestsdk,0,1702,0,0,0,0,0,0,15,155,0,0,0,0,,,155,0,#DIV/0!
tdlib/td,1325.13,1891,2,2,0,2,2,0,6,21,6,6,21,21,19.07,19.07,213,192,9.86%
duixcom/Duix-Mobile,0,1185,0,0,0,0,0,0,3,11,0,0,0,0,,,11,0,#DIV/0!
tenacityteam/tenacity-legacy,0,254,0,0,0,0,0,0,100,326,0,0,0,0,,,326,0,#DIV/0!
klzgrad/naiveproxy,924.46,943,1,0,0,0,0,1,15,65,0,0,0,0,,,65,0,#DIV/0!
Alex313031/thorium,0,234,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
OpenTTD/OpenTTD,2104.8,1050,1,0,0,1,0,0,24,111,0,0,0,0,,,128,17,0.00%
microsoft/microsoft-ui-xaml,0,830,0,0,0,0,0,0,1603,6149,0,0,0,0,,,6149,0,#DIV/0!
google/flutter-desktop-embedding,0,606,0,0,0,0,0,0,12,22,0,0,0,0,,,22,0,#DIV/0!
ApolloAuto/apollo,1687.97,9720,6,2,0,6,2,0,274,1000,39,39,50,50,1.32,1.32,1747,747,6.27%
microsoft/terminal,649.37,9390,4,1,0,4,1,0,3235,14346,3,3,30,30,,,14865,519,5.46%
LibreSprite/LibreSprite,0,424,0,0,0,0,0,0,21,82,0,0,0,0,,,82,0,#DIV/0!
zeux/meshoptimizer,0,589,0,0,0,0,0,0,411,1933,0,0,0,0,,,1933,0,#DIV/0!
rovo89/Xposed,3113.66,1478,3,2,0,3,2,0,2,10,2,2,10,10,,,21,11,47.62%
mumble-voip/mumble,0,1263,0,0,0,0,0,0,193,747,0,0,0,0,,,747,0,#DIV/0!
project-chip/connectedhomeip,1132.97,2163,6,2,0,5,2,1,6008,22679,317,317,1750,1750,5.35,5.35,32320,9641,15.36%
libcpr/cpr,0,1014,0,0,0,0,0,0,147,476,0,0,0,0,,,476,0,#DIV/0!
360Controller/360Controller,4178.95,536,1,1,0,1,1,0,7,71,6,6,51,51,50.97,50.97,174,103,33.12%
TechEmpower/FrameworkBenchmarks,0,1999,0,0,0,0,0,0,1103,1880,0,0,0,0,,,1880,0,#DIV/0!
juce-framework/JUCE,2948.72,1854,5,2,0,5,2,0,28,236,20,20,109,109,,,3502,3266,3.23%
google/gemma.cpp,0,601,0,0,0,0,0,0,593,517,0,0,0,0,,,517,0,#DIV/0!
linyacool/WebServer,0,2171,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
open-source-parsers/jsoncpp,0,2737,0,0,0,0,0,0,76,243,0,0,0,0,,,243,0,#DIV/0!
kdrag0n/safetynet-fix,1204.64,293,3,1,0,2,1,1,8,43,7,7,41,41,4.56,4.56,74,31,56.94%
interpretml/interpret,0,767,0,0,0,0,0,0,53,141,0,0,0,0,,,141,0,#DIV/0!
Ewenwan/MVision,0,2667,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
zeek/zeek,2211.07,1267,2,0,0,2,0,0,2687,7498,0,0,0,0,,,7750,252,0.00%
google/draco,2373.85,991,1,0,0,1,0,0,181,380,0,0,0,0,,,423,43,0.00%
yuesong-feng/30dayMakeCppServer,0,869,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
liuliu/ccv,5491.3,1252,1,1,0,1,1,0,4,92,1,1,30,30,,,184,92,24.59%
Sigil-Ebook/Sigil,0,617,0,0,0,0,0,0,4,54,0,0,0,0,,,54,0,#DIV/0!
microsoft/GSL,0,759,0,0,0,0,0,0,38,166,0,0,0,0,,,166,0,#DIV/0!
ClemensElflein/OpenMower,0,367,0,0,0,0,0,0,1,5,0,0,0,0,,,5,0,#DIV/0!
doctest/doctest,0,674,0,0,0,0,0,0,56,383,0,0,0,0,,,383,0,#DIV/0!
bblanchon/ArduinoJson,2829.03,1186,1,0,0,1,0,0,2,13,0,0,0,0,,,96,83,0.00%
tesseract-ocr/tesseract,1191.22,9999,4,1,0,1,1,3,48,244,3,3,4,4,0.36,0.36,1784,1540,0.26%
dusty-nv/jetson-inference,3270.38,3048,1,0,0,1,0,0,3,38,0,0,0,0,,,184,146,0.00%
shadowsocks/shadowsocks-qt5,0,2326,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
endless-sky/endless-sky,1551.79,1171,3,3,0,3,3,0,28,256,18,18,178,178,18.31,18.31,1209,953,15.74%
wang-xinyu/tensorrtx,1039.99,1841,1,0,0,1,0,0,14,76,0,0,0,0,,,235,159,0.00%
cartographer-project/cartographer,3094.04,2196,3,2,0,3,2,0,29,95,4,4,46,46,128.01,128.01,490,395,10.43%
versatica/mediasoup,1727.39,1182,1,1,0,1,1,0,664,3392,110,110,389,389,3.6,3.6,3761,369,51.32%
recastnavigation/recastnavigation,805.43,1676,1,0,0,1,0,0,8,40,0,0,0,0,,,62,22,0.00%
sysown/proxysql,2928.45,992,3,1,0,1,0,1,1215,5179,24,0,208,0,2.94,,5183,4,0.00%
werman/noise-suppression-for-voice,0,279,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
TigerVNC/tigervnc,3385.98,1095,2,2,0,2,2,0,149,1160,144,144,1154,1154,33.15,33.15,1942,782,59.61%
rime/weasel,921.23,605,4,3,0,4,3,0,202,552,195,195,530,530,6.86,6.86,962,410,56.38%
PaddlePaddle/Paddle-Lite,1004.33,1630,1,1,0,1,1,0,214,781,29,29,122,122,5.46,5.46,2615,1834,6.24%
hedge-dev/XenonRecomp,235.4,391,1,0,0,1,0,0,12,24,0,0,0,0,,,26,2,0.00%
FastLED/FastLED,2436.68,1652,5,3,0,3,2,1,207,669,24,7,80,13,23.77,24.92,729,60,17.81%
pixie-io/pixie,0,480,0,0,0,0,0,0,298,489,0,0,0,0,,,489,0,#DIV/0!
PixarAnimationStudios/OpenUSD,2415.25,1298,8,7,0,8,7,0,619,1066,616,616,1038,1038,66.21,66.21,26396,25330,3.94%
UZ-SLAMLab/ORB_SLAM3,1288.03,2676,11,4,0,10,4,1,5,37,4,4,35,35,,,162,125,21.88%
Tatsu-syo/noMeiryoUI,0,180,0,0,0,0,0,0,10,77,0,0,0,0,,,77,0,#DIV/0!
google/snappy,2930.53,997,1,0,0,1,0,0,0,0,0,0,0,0,,,45,45,0.00%
ayoubfaouzi/al-khaser,2565.73,1249,2,2,0,1,1,0,126,301,16,10,90,32,1.48,1.31,303,2,94.12%
HackerPoet/NonEuclidean,0,601,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
Mooophy/Cpp-Primer,0,2998,0,0,1,0,0,0,43,507,0,0,0,0,0.05,,507,0,#DIV/0!
zaphoyd/websocketpp,0,2056,0,0,0,0,0,0,16,180,0,0,0,0,,,180,0,#DIV/0!
NVIDIA/FasterTransformer,663.74,844,4,1,0,4,1,0,43,99,1,1,30,30,,,163,64,31.91%
optiscaler/OptiScaler,0,183,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
TrinityCore/TrinityCore,3566.82,5528,31,11,0,31,11,0,247,2921,139,139,1244,1244,26,26,173326,170405,0.72%
ramensoftware/windhawk,0,155,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
goldendict/goldendict,5239.2,805,1,1,0,1,1,0,6,20,5,5,18,18,15.99,15.99,26,6,75.00%
rizsotto/Bear,0,352,0,0,0,0,0,0,11,12,0,0,0,0,,,12,0,#DIV/0!
moudey/Shell,344.66,194,1,0,0,1,0,0,1,2,0,0,0,0,,,3,1,0.00%
azerothcore/azerothcore-wotlk,1682.9,2622,8,6,0,8,6,0,589,2010,203,203,657,657,15.8,15.8,4591,2581,20.29%
me115/design_patterns,0,1789,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
google/glog,0,2100,0,0,0,0,0,0,144,150,0,0,0,0,,,150,0,#DIV/0!
alibaba/AndFix,0,1609,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
flashlight/wav2letter,2097.92,1008,1,1,0,1,1,0,21,34,2,2,2,2,,,305,271,0.73%
electronicarts/CnC_Red_Alert,155.22,1280,2,0,0,2,0,0,0,0,0,0,0,0,,,1012,1012,0.00%
halide/Halide,0,1081,0,0,0,0,0,0,4885,19759,0,0,0,0,,,19759,0,#DIV/0!
azahar-emu/azahar,191.76,343,3,2,0,3,2,0,82,138,70,70,106,106,1.53,1.53,463,325,24.59%
facebook/redex,208.19,702,14,1,0,1,1,13,15,22,1,1,1,1,,,48,26,3.70%
rizonesoft/Notepad3,3297.36,368,1,1,0,1,1,0,1565,5149,1519,1519,5005,5005,0.11,0.11,6056,907,84.66%
supercollider/supercollider,4043.71,776,3,2,0,3,2,0,411,2810,13,13,154,154,45.9,45.9,3850,1040,12.90%
sipeed/NanoKVM,0,227,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
FEX-Emu/FEX,86.8,205,1,0,0,1,0,0,228,642,0,0,0,0,,,678,36,0.00%
spotify/pedalboard,0,300,0,0,0,0,0,0,147,810,0,0,0,0,,,810,0,#DIV/0!
hsutter/cppfront,0,313,0,0,0,0,0,0,9,51,0,0,0,0,,,51,0,#DIV/0!
uxlfoundation/oneTBB,2595.37,1132,1,0,0,0,0,1,716,3215,0,0,0,0,,,3215,0,#DIV/0!
ValveSoftware/openvr,2416.8,1298,3,1,0,3,1,0,7,7,6,6,6,6,,,41,34,15.00%
Redot-Engine/redot-engine,0,268,0,0,3,0,0,0,19,197,0,0,0,0,0.15,,197,0,#DIV/0!
swiftlang/swift,2450.77,10722,11,8,0,9,8,2,8922,21468,4041,4041,10056,10056,2.14,2.14,37936,16468,37.91%
feiyangqingyun/QWidgetDemo,1529.22,1682,2,0,0,0,0,2,0,0,0,0,0,0,,,0,0,#DIV/0!
OpenMW/openmw,2698.58,773,5,1,0,5,1,0,82,351,8,8,85,85,5.71,5.71,4298,3947,2.11%
Slackadays/Clipboard,0,165,0,0,0,0,0,0,3,20,0,0,0,0,,,20,0,#DIV/0!
zhongyang219/MusicPlayer2,0,473,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
wesnoth/wesnoth,0,1135,0,0,0,0,0,0,734,3037,0,0,0,0,,,3037,0,#DIV/0!
wxWidgets/wxWidgets,3656.79,1817,2,0,0,2,0,0,25,267,0,0,0,0,,,328,61,0.00%
tony9402/baekjoon,0,1157,0,0,0,0,0,0,39,139,0,0,0,0,,,139,0,#DIV/0!
opencv/opencv_contrib,2595.41,5706,8,6,0,8,6,0,93,412,87,87,373,373,29.61,29.61,898,486,43.42%
LANDrop/LANDrop,1435.79,447,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
tzapu/WiFiManager,2756.41,1975,5,2,0,4,2,1,11,133,3,3,43,43,,,186,53,44.79%
Neargye/magic_enum,0,514,0,0,0,0,0,0,51,207,0,0,0,0,,,207,0,#DIV/0!
sz3/libcimbar,0,414,0,0,0,0,0,0,92,731,0,0,0,0,,,731,0,#DIV/0!
wjakob/instant-meshes,0,651,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
MariaDB/server,0,1898,0,0,0,0,0,0,1005,2145,0,0,0,0,,,2145,0,#DIV/0!
ledger/ledger,0,535,0,0,0,0,0,0,75,168,0,0,0,0,,,168,0,#DIV/0!
epezent/implot,1649.56,605,1,1,0,1,1,0,33,207,11,11,12,12,1.79,1.79,211,4,75.00%
defold/defold,0,419,0,0,0,0,0,0,5868,21111,0,0,0,0,,,21111,0,#DIV/0!
ocornut/imgui,2530.93,10999,18,7,0,17,7,1,42,230,36,36,123,123,85.07,85.07,1927,1697,6.76%
OpenAtomFoundation/pikiwidb,1578.85,1127,1,0,0,1,0,0,246,393,0,0,0,0,,,761,368,0.00%
Tencent/libpag,0,501,0,0,0,0,0,0,980,2472,0,0,0,0,,,2472,0,#DIV/0!
google/googletest,251.72,10918,1,0,0,0,0,1,383,1503,0,0,0,0,,,1503,0,#DIV/0!
danmar/cppcheck,373.48,1591,1,0,0,0,0,1,271,524,0,0,0,0,,,524,0,#DIV/0!
doxygen/doxygen,2960.48,1336,2,0,0,2,0,0,72,102,0,0,0,0,,,132,30,0.00%
Tencent/puerts,0,803,0,0,0,0,0,0,28,272,0,0,0,0,,,272,0,#DIV/0!
microsoft/Detours,875.54,1097,2,0,0,2,0,0,24,64,0,0,0,0,,,148,84,0.00%
TonyChen56/WeChatRobot,2095.98,2263,1,0,0,1,0,0,0,0,0,0,0,0,,,25,25,0.00%
0xZ0F/Z0FCourse_ReverseEngineering,0,550,0,0,0,0,0,0,2,2,0,0,0,0,,,2,0,#DIV/0!
CodingGay/BlackDex,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
emcrisostomo/fswatch,4143.64,338,1,0,0,1,0,0,8,28,0,0,0,0,,,48,20,0.00%
firebase/firebase-ios-sdk,0,1794,0,0,0,0,0,0,9291,35886,0,0,0,0,,,35886,0,#DIV/0!
Lymphatus/caesium-image-compressor,1051.73,316,1,0,0,0,0,1,7,93,0,0,0,0,,,93,0,#DIV/0!
NVIDIA/DALI,0,653,0,0,0,0,0,0,15,57,0,0,0,0,,,57,0,#DIV/0!
