Original Repo Name,Stars,Family Count (All Forks),Family Count (Stars >= 10),Family Repo Names (Stars >= 10),Commit Count where from_repo contains original repo,Commit Count total commits (all chunks for repo),Forks with Unique Commits Count,PR Coverage Ratio,PR Merge Rate
sz3/libcimbar,5682,414,0,,1169,1169,0,,0.9895833333
szad670401/HyperLPR,6033,2016,2,lxhAndSmh/HyperLPR;icepoint666/HyperLPR,415,451,2,0,0.3582089552
taichi-dev/taichi,27778,2402,2,yuanming-hu/taichi;k-ye/taichi,11595,12777,2,1,0.8790855207
tanersener/mobile-ffmpeg,4085,875,0,,997,997,0,,0.6923076923
taosdata/TDengine,24561,5036,0,,109937,109937,0,,0.8948591549
taskflow/taskflow,11449,1342,1,patrikhuber/cpp-taskflow,2617,2617,0,1,0.7843137255
taviso/loadlibrary,4461,390,2,cube0x8/loadlibrary;v-p-b/loadlibrary,137,174,2,0.5,0.7
taylorconor/tinytetris,3204,642,0,,11,11,0,,0.1428571429
tboox/tbox,5067,794,0,,3489,3489,0,,0.7529411765
tdlib/td,8293,1891,2,tdlight-team/tdlight;vkryl/td,16318,16510,2,1,0.5054151625
tdlib/telegram-bot-api,3894,745,2,tdlight-team/tdlight-telegram-bot-api;itsMoji/telegram-bot-api,691,968,2,0.5,0.1428571429
tectonic-typesetting/tectonic,4472,175,1,crlf0710/tectonic,4206,5603,1,1,0.8862115127
telegramdesktop/tdesktop,29255,5685,22,AyuGram/AyuGramDesktop;kukuruzka165/materialgram;forkgram/tdesktop;Sea-n/tdesktop;bettergram/bettergram;FajoX1/fagramdesktop;wrwrabbit/tdesktop;TelegramOrg/Telegram-desktop;telegramdesktop/tdx;nicegram/nicegram-desktop;rabbitgramdesktop/rabbitgramdesktopold;teamgram/teamgram-tdesktop;itsumma/itstelegram;win32ss/Telegram_Old_Win;kirsan31/tdesktop;rabbitgramdesktop/rabbitgramdesktop;AaqibhafeezKhan/tdesktop;FishOrBear/tdesktop;marcovelon/tdesktop;mediatube/tdesktop;aphuse/tdesktop;Akshay-Vs/tdesktop,21566,29614,20,0.4545454545,0.7738607051
telekom-security/tpotce,8530,1303,1,github-rashelbach/-T-Pot-Honeypot,2165,2166,1,0,0.7647058824
tenacityteam/tenacity-legacy,6669,254,0,,14258,14258,0,,0.651465798
tensorflow/minigo,3523,594,0,,1452,1452,0,,0.8934306569
tensorflow/serving,6334,2170,3,rayglover-ibm/serving-caffe;Laiye-Tech/serving;avloss/serving,9736,9962,3,0.6666666667,0.6212121212
tensorflow/tensorflow,192708,89889,40,ROCm/tensorflow-upstream;zplizzi/tensorflow-fast-rcnn;dsys/tensorflow;espressif/tensorflow;Intel-tensorflow/tensorflow;lukeiwanski/tensorflow;yunho0130/tensorflow-lite;codeplaysoftware/tensorflow;neargye-forks/tensorflow;stanford-futuredata/tensorflow-noscope;eth-easl/cachew;YahooArchive/tensorflow;louiskirsch/tensorflow-with-kenlm;mozilla/tensorflow;fchollet/tensorflow;galeone/tensorflow;t-takasaka/tensorflow;EE202B/tensorflow;TimoHackel/ILA-SCNN;tensorflow-jenkins/tensorflow;tanveerpot/tensorflow;xlvecle/tensorflow-macOS-gpu;Gena199313/tensorflow;DjangoPeng/tensorflow;hamidb/tensorflow;rockzhuang/tensorflow;g1f1/tensorflow;freedomtan/tensorflow;cqchu/TfliteRead;MostafaGazar/tensorflow;geohot/tensorflow;rwightman/tensorflow;DURGESH716/tensorflow;khanmhmdi/tensorflow;Akshay-Vs/tensorflow;gnsmrky/tensorflow-lite-ssbo;pydevcasts/tensorflow;lmoroney/tensorflow;xman/tensorflow;aymericdamien/tensorflow,198330,216173,35,0.425,0.6281509291
termux/termux-x11,3235,464,1,moio9/termux-x11-extra,761,843,1,1,0.6747404844
tesseract-ocr/tesseract,71276,9999,4,UB-Mannheim/tesseract;Ambrossimo/tesseract;Gena199313/tesseract;Genos9292/tesseract,7489,9029,1,0.25,0.8413262285
texstudio-org/texstudio,3297,380,0,,12376,12376,0,,0.8879003559
tezc/sc,2523,328,0,,260,260,0,,0.9727272727
the-tcpdump-group/libpcap,3003,883,1,nmap/libpcap,9267,9663,1,1,0.6921017403
the-tcpdump-group/tcpdump,3071,898,2,mcr/tcpdump;nmap/tcpdump,10160,10187,1,1,0.6806966618
thedmd/imgui-node-editor,4226,624,0,,524,524,0,,0.1481481481
throneproj/Throne,3545,185,1,parhelia512/nekoray-win7,1553,1597,1,1,0.7340425532
tiann/FreeReflection,3114,575,0,,41,41,0,,0.8571428571
tianocore/edk2,5631,2653,10,lixiaoliu666/intel6-14rom;davidcie/VgaShim;MrChromebox/edk2;gsomlo/edk2;freebsd/uefi-edk2;shijunjing/edk2;projectacrn/acrn-edk2;loongson/edk2;jyao1/edk2;linuxboot/edk2,48129,53108,10,0.4,0.4737417943
tidwall/pogocache,2431,78,0,,85,85,0,,0.7272727273
tildearrow/furnace,3361,273,2,LTVA1/furnace;Pr0jectFM/furnace-smps-export,11090,13525,2,0.5,0.7701612903
tile-ai/tilelang,4102,330,1,tile-ai/tilescale,1510,1684,1,0,0.9172932331
timescale/timescaledb,21008,1023,0,,8722,8722,0,,0.8826477705
tindy2013/stairspeedtest-reborn,3810,663,0,,322,322,0,,0.7272727273
tindy2013/subconverter,15470,2994,6,asdlokj1qpi233/subconverter;MetaCubeX/subconverter;asdlokj1qpi23/subconverter;lonelam/subconverter;LM-Firefly/subconverter;chenyk1219/subconverter-surge,763,1030,5,0.3333333333,0.4719101124
tiny-dnn/tiny-dnn,6007,1399,1,rmsalinas/tiny-cnn,1119,1119,0,1,0.7873684211
tinyobjloader/tinyobjloader,3681,628,0,,1656,1656,0,,0.8421052632
tinyproxy/tinyproxy,5559,748,0,,2025,2025,0,,0.5266666667
tio/tio,2676,191,0,,1258,1258,0,,0.8819444444
tj/luna,2458,160,0,,639,639,0,,0.7826086957
tjanczuk/edge,5447,603,2,kexplo/electron-edge;anaisbetts/edge,756,836,2,1,0.5462962963
tmate-io/tmate,5942,349,0,,5917,5917,0,,0.3333333333
tmk/tmk_keyboard,4089,1290,13,cub-uanic/tmk_keyboard;di0ib/tmk_keyboard;ahtn/tmk_keyboard;yangdigi/tmk_keyboard;blttll/tmk_keyboard;evangs/tmk_keyboard;seoushi/tmk_keyboard;jichuntao/tmk_keyboard;VinnyCordeiro/tmk_keyboard;xauser/tmk_keyboard;Nephiel/tmk_keyboard;flabbergast/tmk_keyboard;shanecelis/tmk_keyboard,2151,3042,13,0.6153846154,0.3778801843
tmux/tmux,39997,2410,2,ershov/tmux;saitoha/tmux-SIXEL,10764,11033,2,1,0.001269035533
tomahawk-player/tomahawk,3012,374,0,,13408,13408,0,,0.7662337662
tomlooman/ActionRoguelike,4273,805,0,,477,477,0,,1
tomlooman/EpicSurvivalGame,3362,1178,0,,209,209,0,,0.2564102564
tomojitakasu/RTKLIB,2897,1314,7,rtklibexplorer/RTKLIB;emlid/RTKLIB;JAXA-SNU/MALIB;JensReimann/RTKLIB;cartoocm/RTKLIB-QT;OpenDGPS/Zynq-optimized-RTKLIB;swift-nav/RTKLIB,200,2778,7,0.4285714286,0.009615384615
ton-blockchain/ton,3816,1311,5,newton-blockchain/ton;ston-fi/ton;EmelyanenkoK/ton;ice-blockchain/ion;krigga/ton,1683,2363,5,1,0.7299412916
tony9402/baekjoon,6325,1157,0,,4599,4599,0,,0.7252475248
torch/torch7,9095,2381,0,,1354,1354,0,,0.8050682261
torvalds/linux,209878,51644,207,Rust-for-Linux/linux;AsahiLinux/linux;zen-kernel/zen-kernel;archlinux/linux;corellium/linux-m1;lkl/linux;fail0verflow/ps4-linux;linux-sunxi/linux-sunxi;kentjhall/horizon-linux;hardkernel/linux;linux-kernel-labs/linux;geoffreybennett/linux-fcp;zabbly/linux;ClangBuiltLinux/linux;Freescale/linux-fslc;msm8916-mainline/linux;Lichee-Pi/linux;neagix/wii-linux-ngx;Paragon-Software-Group/linux-ntfs3;mjg59/linux;linux-3ds/linux;Icenowy/linux;STMicroelectronics/linux;ckolivas/linux;pop-os/linux;frno7/linux;friendlyarm/linux;xerpi/linux_3ds;przemub/polinux;edera-dev/linux-openpax;tombl/linux;thesofproject/linux;kdave/btrfs-devel;KSPP/linux;thirtythreeforty/linux;Gentoo-zh/linux-cjktty;smaeul/linux;Red54/linux-shumeipai2;sm7150-mainline/linux;tobetter/linux;DROPCitizenShip/linux;Broadcom/stblinux;jhovold/linux;erwincatt/hackingtool;multikernel/linux;AspeedTech-BMC/linux;ish-app/linux;openbmc/linux;wandboard-org/linux;xdarklight/linux;MIPS/CI20_linux;kozdincer/cigdem;mmind/linux-rockchip;kernelim/linux;ayufan-rock64/linux-mainline-kernel;superna9999/linux;Cqinux/cinux;landlock-lsm/linux;apritzel/linux;tiwai/sound;linaro-swg/linux;heikomat/linux;bootc/linux;sdm660-mainline/linux;atmel-maxtouch/linux;SoMainline/linux;sfjro/aufs-linux;Sonicadvance1/linux;steev/linux;Open-LinaOS-Foundation/LinaOS;quantumos-org/quantum-os;bootlin/linux;btrfs/linux;fourkbomb/linux;AMDESE/linux;em-and-m/linux;coreos/linux;tangrs/linux;CTU-IIG/802.11p-linux;OGAWAHirofumi/linux-tux3;intel/thunderbolt-software-kernel-tree;hoang-tranviet/tcp-options-bpf;github/linux;remram44/linux-full-history;virt-pvm/linux;linuxppc/linux;samitolvanen/linux;montjoie/linux;erofs/erofs-backports;chewitt/linux;allwinner-dev-team/linux-allwinner;codedwrench/ps4-linux;andy-shev/linux;0day-ci/linux;Gena199313/linux;esmil/linux;arzam16/linux-mt6577;linux4microchip/linux;foss-for-synopsys-dwc-arc-processors/linux;koenkooi/linux;koenkooi/linux;ann-felix/linux;PeterHuewe/linux-tpmdd;sm8450-mainline/linux;WOA-Project/linux;avpatel/linux;mripard/linux;revyos/th1520-linux-kernel;wowotechX/linux;tanveerpot/linux;histb-mainline/linux;OpenVPN/ovpn-net-next;spacemit-com/linux;opennvm/nvm-fast-swap;sc7280-mainline/linux;emutex/ubilinux-kernel;linux-ia64/linux-ia64;Genos9292/linux;CachyOS/linux;iamroot18/5.10;96boards/linux;clearcontainers/linux;PabloPL/linux;thejh/linux;Elyotna/linux;ncry-arch/linux;heki-linux/lvbs-linux;AYNTechnologies/linux;aarch64-laptops/linux;bigtreetech/linux;freemyipod/linux;MrAlert/linux;mt6768-mainline/linux;leahneukirchen/linux-jetson-tk1;neilbrown/linux;akemnade/linux;rabeeh/linux;m-weigand/linux;JBouron/linux;rwf93/linux;masneyb/linux;jekhor/yogabook-linux-kernel;mansr/linux-tangox;apq8064-mainline/linux;elvees/linux;Kamillaova/linux;wens/linux;linux-chenxing/linux;techping/linux;ajitha-vijayakumar/linux;christiantroy/linux-allwinner;crashniels/linux;stefanha/linux;digitalocean/linux-coresched;tjeznach/linux;Mainline4Lumia/linux;Decatf/linux;adrianhajdin/linux;sophgo/linux;dreemurrs-embedded/linux-msm89x7;ethical-buddy/linux;samyk/linux;MrMan314/i-hate-reg;heki-linux/linux;MonyHarOS/MonyHarOS;ivoszbg/linux;mitosis-project/mitosis-linux;hkallweit/linux-amlogic-sc2;pipa-mainline/linux;systemd/linux;linux-doc/linux;loonpn/ec6108v9c-linux-kernel;s-moch/linux-saa716x;dtor/input;l1k/linux;RevolutionPi/linux;Bonstra/linux-ls1024a;lxin/tls_hs;krzk/linux;avagin/linux-task-diag;kata-containers/linux;kuba-moo/linux;livefa/linux;arm000/linux-bl808;jernejsk/linux-1;alistair23/linux;z3ntu/linux;cxl-micron-reskit/famfs-linux;Nuvoton-Israel/linux;bengris32/linux-mtk;ioft/linux;21cnbao/linux;adomerle/linux-mt6765;AOSC-Tracking/linux;dsahern/linux;mainlining/linux;IAMROOT15A/linux;mu-one/linux;yashac3/linux-rtl8186;Joshua-Riek/linux;mainlining/linux;IAMROOT15A/linux;kernel-digger/linux;chazy/el2linux;21cnbao/linux;mu-one/linux;jannau/linux,0,0,0,0.115942029,0.007936507937
tostercx/GTAO_Booster_PoC,2877,170,1,QuickNET-Tech/Universal_GTAO_Booster,19,45,1,0,0.5714285714
tpoechtrager/osxcross,3213,337,0,,691,691,0,,0.7068965517
tporadowski/redis,9887,1155,0,,10091,10091,0,,0.7777777778
tranek/GASDocumentation,5451,936,1,BillEliot/GASDocumentation,278,279,1,1,0.6530612245
transmission/transmission,13769,1298,4,Mikayex/transmission;blackyau/Transmission_SkipHashChek;MaddTheSane/transmission;t-flo/nxTransmission,18176,18474,4,0.25,0.8236241611
trapexit/mergerfs,5253,215,0,,3438,3438,0,,0.958611482
traviscross/mtr,3068,323,4,bilibili/mtr;yvs2014/mtr085;grepsuzette/mtr-geoip;matt-kimball/mtr,837,1091,3,0.25,0.8333333333
trojan-gfw/trojan,19560,3087,2,kot4ri/trojan-legend;trojan-cluster/trojan-cluster,471,507,2,0.5,0.5465116279
troydhanson/uthash,4583,1010,0,,409,409,0,,0.431372549
trustwallet/wallet-core,3377,1890,3,kaetemi/wallet-core-windows;satoshiotomakan/wallet-core;blockchain/wallet-core,3641,3929,3,0.6666666667,0.7963433215
tsl0922/ttyd,10524,1049,0,,898,898,0,,0.3676975945
tstack/lnav,9411,374,0,,4504,4504,0,,0.8193548387
turanszkij/WickedEngine,6681,700,2,plemsoft/WickedEngine;Kliaxe/WickedEngine,4955,5054,2,1,0.8793103448
tursodatabase/libsql,15888,449,0,,36660,36660,0,,0.8640840446
tvheadend/tvheadend,3273,904,4,john-tornblom/tvheadend;adamsutton/tvheadend;perexg/tvheadend;opdenkamp/tvheadend,12504,13156,4,1,0.4044276458
twitter/twemproxy,12328,2003,2,tumblr/twemproxy;yuyuyu101/twemproxy,699,731,2,0.5,0.5338645418
typesense/typesense,24780,856,0,,6223,6223,0,,0.8298122066
tzapu/WiFiManager,7024,1975,5,kentaylor/WiFiManager;bbx10/WiFiManager;Hraph/ESP32WiFiManager;SensorsIot/WiFiManager;JacobBriggsAckama/WiFiManager,1388,1441,4,0.4,0.4673539519
u-boot/u-boot,4793,3122,25,Lichee-Pi/u-boot;hzyitc/u-boot;friendlyarm/u-boot;thirtythreeforty/u-boot;STMicroelectronics/u-boot;fail0verflow/switch-u-boot;smaeul/u-boot;mtk-openwrt/u-boot;sigmaris/u-boot;BayLibre/u-boot;AspeedTech-BMC/u-boot;aodzip/u-boot;kettenis/u-boot;agraf/u-boot;KryptonLee/u-boot-e900v22c;openbmc/u-boot;SolidRun/u-boot;sm7150-mainline/u-boot;7Ji/u-boot;dsankouski/u-boot;clamor-s/u-boot;agherzan/u-boot;freemyipod/u-boot;Icenowy/u-boot;andy-shev/u-boot,103635,132045,25,0,0.01570048309
uNetworking/uWebSockets,18560,1835,3,discord/uWebSockets;hoytech/uWebSockets;telosprotocol/uWebSockets,2090,2143,3,0,0.4895522388
uNetworking/uWebSockets.js,8901,607,0,,2960,2960,0,,0.4789915966
uber/h3,5725,540,0,,1612,1612,0,,0.8978930308
ufrisk/MemProcFS,3913,498,0,,353,353,0,,0.5333333333
ufrisk/pcileech,7240,925,1,EngineOwningSoftware/pcileech-webradar,195,216,1,1,0.3913043478
ultrajson/ultrajson,4464,359,2,hpyproject/ultrajson-hpy;caiyunapp/ultrajson,1010,1135,2,1,0.7982195846
unbit/uwsgi,3531,697,0,,7734,7734,0,,0.7393117831
unicode-org/icu,3326,870,0,,224834,224834,0,,0.8626518753
unicorn-engine/unicorn,8632,1397,5,AFLplusplus/unicornafl_legacy;zhkl0228/unicorn;angr/unicorn;geohot/unicorn;reswitched/unicorn,3549,3947,5,0.8,0.7726415094
unikraft/unikraft,3366,1429,1,project-flexos/unikraft,4041,4059,1,0,0.3501552795
universal-ctags/ctags,7014,661,0,,11618,11618,0,,0.8687374749
univrsal/input-overlay,3667,289,0,,1179,1179,0,,0.8181818182
unum-cloud/USearch,3443,239,0,,2265,2265,0,,0.8656036446
upx/upx,16831,1474,2,JPCERTCC/upx-mod;CylanceVulnResearch/upx,4601,4890,2,0,0.3737373737
urho3d/urho3d,4680,989,1,elix22/Urho3D,10736,11663,1,1,0.6981981982
util-linux/util-linux,3029,1297,0,,24429,24429,0,,0.8067931187
uxlfoundation/oneDNN,3933,1013,3,openvinotoolkit/oneDNN;Intel-tensorflow/oneDNN;fujitsu/oneDNN,32500,38402,3,0.6666666667,0.8310231023
uxlfoundation/oneTBB,6456,1132,1,ValveSoftware/tbb,1791,1791,0,0,0.7643884892
v4l2loopback/v4l2loopback,4058,566,0,,1250,1250,0,,0.5704697987
v8/v8,24677,4235,6,riscv-collab/v8;ispras/llv8;ISRC-CAS/v8-riscv;nodejs/v8;ry/v8;acmcodercom/v8,137956,142538,5,0.1666666667,0
vaibhavpandeyvpz/apkstudio,3095,564,1,Surendrajat/ApkStudio,313,316,1,1,0.8666666667
valhalla/valhalla,5201,778,1,teslamotors/valhalla,15745,15745,0,1,0.8444364422
valinet/ExplorerPatcher,30636,1267,4,creeper-0910/ExplorerPatcher-jp;Yukari316/ExplorerPatcher_zh-CN;Amrsatrio/ExplorerPatcher;junseul/Win11_Taskbar,1037,1309,3,0.25,0.3220338983
valkey-io/valkey,23864,997,1,arpitbbhayani/valkey,20616,20640,1,1,0.7689839572
vanhauser-thc/thc-hydra,11313,2425,0,,1010,1010,0,,0.7324561404
vanhoefm/krackattacks-scripts,3473,776,0,,13307,13307,0,,0.5555555556
varnishcache/varnish-cache,4008,405,0,,28318,28318,0,,0.5555555556
vcmi/vcmi,5277,569,2,savegame/aurora-heroes3;kambala-decapitator/vcmi,21956,22131,2,0.5,0.9209830867
veandco/go-sdl2,2314,270,0,,1203,1203,0,,0.9071729958
vedderb/bldc,2740,1512,5,ClemensElflein/xesc_firmware;paltatech/bldc;stancecoke/VESC_BLDC;powerdesigns/bldc;manoukianv/vescFirmware4OpenFFBoard,3579,3673,5,0.8,0.6722846442
ventoy/Ventoy,72802,4794,1,pprice2018/Ventoy,1129,1129,0,0,0.520295203
veracrypt/VeraCrypt,8751,1146,0,,2702,2702,0,,0.8205128205
verilator/verilator,3215,698,3,dian-lun-lin/RTLflow;chipsalliance/verilator;antmicro/verilator,8910,12039,2,0.3333333333,0.8456407813
versatica/mediasoup,6994,1182,1,nazar-pc/mediasoup,4212,4581,1,1,0.8039647577
vesoft-inc/nebula,11871,1290,1,zhaojunnana/nebula,4977,5104,1,1,0.8031687995
viabtc/viabtc_exchange_server,2765,1447,5,bitlum/viabtc_exchange_server;yingl/viabtc_exchange_server;lealife/viabtc_exchange_server;objectt/excc;djpnewton/viabtc_exchange_server,506,836,5,0.8,0.5833333333
vicinaehq/vicinae,4774,112,0,,1701,1701,0,,0.9539473684
videolan/vlc,17056,5595,2,pratikpatel8982/vlc-dark;xatabhk/vlc-avs2-avs3,118135,118162,2,0.5,0.005494505495
viest/php-ext-xlswriter,2367,281,0,,770,770,0,,0.9444444444
vifm/vifm,3069,140,0,,13718,13718,0,,0.6984126984
virtio-win/kvm-guest-drivers-windows,2488,407,1,max8rr8/kvm-guest-drivers-windows,4781,4783,1,1,0.7844183565
visit1985/mdp,5133,260,0,,305,305,0,,0.7887323944
visualboyadvance-m/visualboyadvance-m,3735,353,0,,5842,5842,0,,0.8231707317
visualfc/liteide,7726,1019,0,,2825,2825,0,,0.843575419
vivien/i3blocks,2422,165,2,Airblader/i3blocks-gaps;regolith-linux/i3xrocks,398,491,2,0.5,0.01282051282
vk-com/kphp-kdb,6107,211,1,ximik777/kphp-kdb,25,67,1,0,0.25
vladelaina/Catime,3278,136,0,,2656,2656,0,,0.9473684211
vmg/redcarpet,5065,528,2,mojombo/redcarpet;increments/greenmat,771,853,1,1,0.7081712062
vmware/open-vm-tools,2531,473,0,,6728,6728,0,,0.01801801802
vnmakarov/mir,2501,162,0,,4381,4381,0,,0.7578947368
vnotex/vnote,12669,1293,0,,2039,2039,0,,0.858974359
vozlt/nginx-module-vts,3424,471,0,,268,268,0,,0.7307692308
vslavik/diff-pdf,4113,247,0,,150,150,0,,0.5957446809
vurtun/nuklear,14123,1154,1,glegris/nuklear4j,1712,1758,1,1,0.7168458781
vvaltchev/tilck,3019,129,0,,5837,5837,0,,0.9411764706
vysheng/tg,6816,1456,6,kenorb-contrib/tg;SEEDTEAM/tg;Rondoozle/tg;pwrtelegram/tg;Cojad/tg;BaseMax/tg,1128,1384,5,0.6666666667,0.3717105263
wandenberg/nginx-push-stream-module,2230,292,0,,508,508,0,,0.0487804878
wang-bin/QtAV,4191,1540,0,,3773,3773,0,,0.7080745342
wang-xinyu/tensorrtx,7582,1841,1,satchelwu/tensorrtx,519,678,1,0,0.6890243902
wangyu-/UDPspeeder,5045,862,0,,583,583,0,,0.4285714286
wangyu-/udp2raw,8192,1259,2,MikeWang000000/udp2raw;Azumi67/udp2raw,923,924,1,0,0.512195122
warmcat/libwebsockets,5149,1541,0,,6652,6652,0,,0.0138121547
wasm3/wasm3,7792,501,0,,1729,1729,0,,0.6534090909
wazuh/wazuh,14160,2098,0,,60565,60565,0,,0.867867239
webmproject/libwebp,2233,544,0,,5414,5414,0,,0
webui-dev/webui,3923,258,0,,1375,1375,0,,0.8309352518
webview/webview,13682,1063,2,ssuhvs/golang-webview;neutralinojs/webview,631,727,2,0,0.7142857143
weechat/weechat,3191,354,0,,14159,14159,0,,0.5649635036
weidai11/cryptopp,5367,1964,2,noloader/cryptopp;igorgamer001/cryptopp,6474,6474,0,0.5,0.7844311377
weolar/miniblink49,7740,1176,0,,1837,1837,0,,0.597826087
werman/noise-suppression-for-voice,6141,279,0,,99,99,0,,0.5
wesnoth/wesnoth,6319,1135,0,,99247,99247,0,,0.8078143263
westes/flex,3925,617,0,,2699,2699,0,,0.3262599469
wg/wrk,39865,3063,3,seriyps/wrk;talawahtech/wrk;ioquatix/wrk,80,131,3,0.6666666667,0
wine-mirror/wine,3730,1073,14,lutris/wine;Guy1524/wine;stefand/wine;bottlesdevs/wine;Weather-OS/WineCoreUAP;notaz/wine;aabgrall/wine-base-geforcenow;Whisky-App/wine;GloriousEggroll/wine;Eltechs/wine;bylaws/wine;wine-staging/wine-patched;SergeySlice/wine;Etaash-mathamsetty/wine-ntoskrnl,185598,209616,14,0.1428571429,0.04444444444
winfsp/sshfs-win,5905,283,0,,105,105,0,,0.64
winfsp/winfsp,8088,570,1,virtio-win/winfsp,3083,3083,0,0,0.6981132075
winscp/winscp,3358,386,0,,10122,10122,0,,0.8852459016
winshining/nginx-http-flv-module,2909,577,1,yingchengpa/nginx-http-flv-module,634,640,1,0,0.6585365854
winsiderss/systeminformer,13141,1569,3,lucasg/processhacker2;DavidXanatos/ProcessHacker;Amarillys/systeminformer-cn,14733,21830,3,1,0.7962328767
wiredtiger/wiredtiger,2352,411,0,,32594,32594,0,,0.8938987596
wireshark/wireshark,8765,2000,4,pengtianabc/wireshark-gm;Genos9292/wireshark;tomlegkov/marine-core;wayties/wireshark,114510,114742,3,0.5,0
wisdompeak/LeetCode,6127,1282,1,devDoubleH/LeetCode,9060,9060,0,0,0.6666666667
wiseman/py-webrtcvad,2409,419,1,daanzu/py-webrtcvad-wheels,79,120,1,0,0.5384615385
wishstudio/flinux,3579,254,0,,853,853,0,,0.8571428571
wjakob/instant-meshes,5846,651,0,,46,46,0,,0.125
wjakob/nanobind,3183,312,0,,1243,1243,0,,0.7494736842
wjakob/nanogui,4831,578,2,dalerank/nanogui;libigl/nanogui,398,930,2,0.5,0.4871794872
wkhtmltopdf/wkhtmltopdf,14465,1951,0,,1228,1228,0,,0.49
wled/WLED,17093,3504,10,atuline/WLED;MoonModules/WLED-MM;imeszaros/ledclock;awawa-dev/HyperSerialWLED;blazoncek/WLED;peacepenguin/WLED;SteveEisner/WLEDtubes;athom-tech/WLED;hwtronics/clock-7seg-fw-WLED;srg74/WLED,6777,12554,10,0.7,0.6381818182
wolfSSL/wolfssl,2676,896,0,,27333,27333,0,,0.8986695177
wolfcw/libfaketime,2968,351,0,,676,676,0,,0.900621118
wolfpld/tracy,14725,951,0,,9421,9421,0,,0.7889546351
woltapp/blurhash,16835,361,1,signalapp/blurhash,403,409,1,0,0.4628571429
wondertrader/wondertrader,5675,1077,0,,2107,2107,0,,0.6482758621
wszqkzqk/deepin-wine-ubuntu,5980,877,0,,156,156,0,,0.6666666667
wuye9036/CppTemplateTutorial,10474,1577,4,lhmouse/CppTemplateTutorial;FrankHB/CppTemplateTutorial;imarvinle/CppTemplateTutorial;tornadomeet/CppTemplateTutorial,137,138,1,0.5,0.7419354839
wwmm/easyeffects,8436,327,2,khvci/easyeffects;mikhailnov/pulseeffects,12530,12532,1,0.5,0.8757738341
wxWidgets/wxWidgets,6940,1817,2,ahilss/wxWidgets-wasm;audacity/wxWidgets,93105,93166,2,0,0.4049295775
x64dbg/ScyllaHide,3913,474,2,miketestz/ScyllaHide_VMPHeavensgateBypass;Abbas-MG/ScyllaHide,765,786,2,0.5,0.6326530612
x64dbg/x64dbg,47305,2737,1,torusrxxx/x64dbg,6049,6330,1,1,0.8102345416
xbmc/xbmc,20152,5842,29,fandangos/Kodi-HDR-Edition;plexinc/plex-home-theater-public;opdenkamp/xbmc;garbear/xbmc;akezeke/spotyxbmc2;popcornmix/xbmc;Memphiz/xbmc;thexai/xbmc;quietvoid/xbmc;aracnoz/xbmc;Maven85/kodi;xbmc-imx6/xbmc;Owersun/xbmc;OpenELEC/xbmc;tiben20/xbmc;theuni/xbmc;RasPlex/plex-home-theatre;Montellese/xbmc;dteirney/xbmc;koying/xbmc;webosbrew/xbmc;mdrjr/xbmc;fuzzard/xbmc;rabeeh/xbmc;wolfgar/xbmc;Pivosgroup/xbmc;xhbl/Kodi_dualaudio;Chainfire/xbmc;yol/xbmc,76424,144487,28,0.7586206897,0.8358951773
xdp-project/xdp-tutorial,2808,622,1,atoonk/xdp-tutorial,637,647,1,0,0.7348484848
xemu-project/xemu,3561,354,0,,119998,119998,0,,0.8201058201
xenia-project/xenia,9092,985,6,xenia-canary/xenia-canary;SirMangler/xenia;emoose/xenia;Gliniak/xenia;Triang3l/xenia;Razzile/xenia,7019,15130,6,0.8333333333,0.6770938446
xfangfang/wiliwili,4688,213,0,,948,948,0,,0.8467153285
xiph/opus,2864,616,3,cpuimage/opus;78/esp-opus;signalapp/opus,9174,9204,3,0,0.01212121212
xiph/rnnoise,5195,851,4,cpuimage/rnnoise;GregorR/rnnoise-nu;maskonface/rnnoise;shiguredo/rnnoise,176,281,4,0.25,0.1739130435
xlite-dev/lite.ai.toolkit,4312,791,1,DefTruth/lite.ai.toolkit,1449,1451,1,0,0.9893048128
xmrig/xmrig,9630,3729,7,Bendr0id/xmrigCC;MoneroOcean/xmrig;RansomFuck/MODRIG;woah1337/xmrig-silent;cudoventures/cudo-xmrig;melroy89/xmrig;Spudz76/xmrig,3660,6132,7,0.7142857143,0.6462395543
xoreaxeaxeax/rosenbridge,2378,230,0,,1,1,0,,0
xoseperez/espurna,3038,626,1,Yonsm/espurna,4845,4877,1,1,0.813559322
xournalpp/xournalpp,13943,967,1,morrolinux/xournalpp,6596,6664,1,1,0.8557775847
xroche/httrack,4225,737,1,mitchcapper/httrack,1047,1102,1,0,0.5277777778
xtaci/algorithms,5430,1542,0,,515,515,0,,0.2360248447
xtensor-stack/xtensor,3663,452,0,,3534,3534,0,,0.8736330498
xufuji456/FFmpegAndroid,5624,1343,1,michacedev/FFmpegAndroid,993,993,0,0,0.375
y123456yz/reading-code-of-nginx-1.9.2,4209,1196,1,lightningMan/reading-code-of-nginx-1.9.2,101,101,0,0,0
